NO.	E_type1	Entity1	E_type2	Entity2	KeyWord	Relation

dcvgh0wj	Symptoms	Virus	Chemical	NH(4)Cl	: Does	NONE

dcvgh0wj	Symptoms	virus	Chemical	ammonium chloride	: null	JUXSTAPOSE

dcvgh0wj	Symptoms	virus	Chemical	NH(4)Cl	: null	JUXSTAPOSE

dcvgh0wj	Symptoms	virus	Chemical	NH(4)Cl	: null	JUXSTAPOSE

yxuyhc7p	Symptoms	Virus	Chemical	LAMP	: null	JUXSTAPOSE

yxuyhc7p	Symptoms	virus	Chemical	LAMP	: alternative	alternative

yxuyhc7p	Symptoms	virus	Chemical	LAMP	: null	JUXSTAPOSE

y1fcw1dj	Symptoms	Virus	Chemical	MVA	: null	JUXSTAPOSE

y1fcw1dj	Symptoms	Virus	Chemical	MVA	: null	JUXSTAPOSE

4m0kd8dv	Symptoms	Disease	Chemical	IFN	: null	JUXSTAPOSE

4m0kd8dv	Symptoms	virus	Chemical	IFN	: evade	PLAIN_EVOLVE_WEAK

4m0kd8dv	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

4m0kd8dv	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

4m0kd8dv	Symptoms	virus	Chemical	polyinosinic-polycytidylic acid	: null	JUXSTAPOSE

4m0kd8dv	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: expressing	NONE

jtaz1gdp	Symptoms	virus	Chemical	rBV-VP40-VP40	: expressing	NONE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: expressing	NONE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: null	NONE

jtaz1gdp	Symptoms	virus	Chemical	rBV-VP40-VP40	: null	NONE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: null	NONE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: null	JUXSTAPOSE

jtaz1gdp	Symptoms	virus	Chemical	rBV-VP40-VP40	: null	JUXSTAPOSE

jtaz1gdp	Symptoms	virus	Chemical	VP40	: null	JUXSTAPOSE

m128nfhn	Symptoms	virus	Chemical	Porcine Deltacoronavirus	: null	JUXSTAPOSE

5dub8nv7	Symptoms	virus	Chemical	HPAI	: null	JUXSTAPOSE

5dub8nv7	Symptoms	virus	Chemical	H5-HA	: null	JUXSTAPOSE

5dub8nv7	Symptoms	virus	Chemical	HPAI	: null	JUXSTAPOSE

gr2kk9w4	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

gr2kk9w4	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

mjkzf2ka	Symptoms	virus	Chemical	Street Alabama Dufferin	: null	JUXSTAPOSE

mjkzf2ka	Symptoms	virus	Chemical	vaccine	: null	JUXSTAPOSE

mjkzf2ka	Symptoms	virus	Chemical	ERA vaccine	: null	JUXSTAPOSE

mjkzf2ka	Symptoms	virus	Chemical	ERA vaccine	: revealed	INDICATE_WEAK

mjkzf2ka	Symptoms	virus	Chemical	ERA-BHK21 vaccine	: suggesting	INDICATE_WEAK

c7bmrjzi	Symptoms	Disease	Chemical	MERS coronavirus	: null	JUXSTAPOSE

c7bmrjzi	Symptoms	Disease	Chemical	MERS coronavirus	: null	JUXSTAPOSE

c7bmrjzi	Symptoms	virus	Chemical	MERS coronavirus	: null	JUXSTAPOSE

c7bmrjzi	Symptoms	virus	Chemical	GEM	: induce	induce than

jlib9v5j	Symptoms	Stomatitis	Chemical	TRIM41	: null	JUXSTAPOSE

jlib9v5j	Symptoms	Virus	Chemical	TRIM41	: null	JUXSTAPOSE

t8s4s0wo	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

t8s4s0wo	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

6qoewbf1	Symptoms	virus	Chemical	HCC	: lead	NONE

670yseio	Symptoms	virus	Chemical	DEAD	: null	JUXSTAPOSE

wdnwmocx	Symptoms	virus	Chemical	flavonoids	: null	JUXSTAPOSE

wdnwmocx	Symptoms	virus	Chemical	flavonoids	: null	JUXSTAPOSE

iy9vjpuh	Symptoms	virus	Chemical	coronavirus	: causing	cause

iy9vjpuh	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

i2dotk0k	Symptoms	virus	Chemical	equine	: null	JUXSTAPOSE

270nzddu	Symptoms	virus	Chemical	interferon-gamma	: mediate	INTERACT_WITH_WEAK

2uwnamao	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

2uwnamao	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

l0xleflo	Symptoms	Disease	Chemical	smallpox vaccine	: null	JUXSTAPOSE

zl91u567	Symptoms	virus	Chemical	PEGylated	: null	JUXSTAPOSE

zl91u567	Symptoms	virus	Chemical	PEG	: null	JUXSTAPOSE

2fhiz3an	Symptoms	virus	Chemical	MDA5	: null	JUXSTAPOSE

6x29v3hc	Symptoms	Virus	Chemical	IFN	: induce	INTERACT_WITH_WEAK

6x29v3hc	Symptoms	Virus	Chemical	IFN	: induce	NONE

zpyz1krq	Symptoms	virus	Chemical	Ubiquitin	: null	JUXSTAPOSE

zpyz1krq	Symptoms	virus	Chemical	ubiquitin	: evolved	PLAIN_EVOLVE_WEAK

zpyz1krq	Symptoms	virus	Chemical	ubiquitin	: employ	METHOD_OF

jcu3pasy	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

jcu3pasy	Symptoms	virus	Chemical	coronavirus	: attributed	attribute

jcu3pasy	Symptoms	virus	Chemical	coronavirus	: attributed	attribute

jcu3pasy	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

z6yshk60	Symptoms	Disease	Chemical	PLV	: null	JUXSTAPOSE

m57b8g9n	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

m57b8g9n	Symptoms	virus	Chemical	IFN	: similar	similar

m57b8g9n	Symptoms	virus	Chemical	IFN	: inhibited	inhibit furthermore

m57b8g9n	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

ndptuv68	Symptoms	virus	Chemical	MDA5	: armed	arm

ndptuv68	Symptoms	virus	Chemical	IFN	: armed	arm

c58hj5x4	Symptoms	virus	Chemical	serine	: null	JUXSTAPOSE

1jmhvclq	Symptoms	virus	Chemical	Poly	: inhibits	NONE

1jmhvclq	Symptoms	virus	Chemical	Poly	: null	NONE

azf3e2pa	Symptoms	Disease	Chemical	lactate	: described	describe in

azf3e2pa	Symptoms	virus	Chemical	lactate	: null	JUXSTAPOSE

azf3e2pa	Symptoms	virus	Chemical	lactate	: null	JUXSTAPOSE

azf3e2pa	Symptoms	virus	Chemical	lactate	: null	JUXSTAPOSE

fhie2m3u	Symptoms	virus	Chemical	Murine Coronavirus	: null	JUXSTAPOSE

i5korxut	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

i5korxut	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

i5korxut	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

usrpodjx	Symptoms	Disease	Chemical	family Arenaviridae	: null	JUXSTAPOSE

usrpodjx	Symptoms	virus	Chemical	family Arenaviridae	: null	JUXSTAPOSE

usrpodjx	Symptoms	virus	Chemical	family Arenaviridae	: null	JUXSTAPOSE

usrpodjx	Symptoms	fever	Chemical	family Arenaviridae	: null	JUXSTAPOSE

ktl8460o	Symptoms	virus	Chemical	family Arenaviridae	: consists	consist of

xtsi663k	Symptoms	virus	Chemical	FDA	: null	JUXSTAPOSE

xtsi663k	Symptoms	virus	Chemical	ribavirin	: null	JUXSTAPOSE

xtsi663k	Symptoms	virus	Chemical	amino acid	: null	JUXSTAPOSE

yu60lxmg	Symptoms	virus	Chemical	KM91	: isolated	NONE

yu60lxmg	Symptoms	virus	Chemical	K-II	: isolated	NONE

yu60lxmg	Symptoms	virus	Chemical	SNU8067	: null	JUXSTAPOSE

yu60lxmg	Symptoms	virus	Chemical	SNU8067	: null	JUXSTAPOSE

de2o91t3	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

de2o91t3	Symptoms	Disease	Chemical	coronavirus	: termed	PLAIN_TERM_WEAK

de2o91t3	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

de2o91t3	Symptoms	virus	Chemical	coronavirus	: termed	PLAIN_TERM_WEAK

de2o91t3	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

de2o91t3	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bp6st31f	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bp6st31f	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bp6st31f	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bp6st31f	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

bp6st31f	Symptoms	virus	Chemical	HCoV OC43	: null	JUXSTAPOSE

fbbik0f4	Symptoms	Virus	Chemical	H5N1 Influenza	: null	JUXSTAPOSE

yr678u8c	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

yr678u8c	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

yr678u8c	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

d8q7y422	Symptoms	Virus	Chemical	Molecular Epidemiology	: null	JUXSTAPOSE

vexo81k5	Symptoms	Disease	Chemical	Alpaca Coronavirus	: null	JUXSTAPOSE

vexo81k5	Symptoms	virus	Chemical	Alpaca Coronavirus	: associated	associate with

vexo81k5	Symptoms	virus	Chemical	Alpaca Coronavirus	: null	JUXSTAPOSE

vexo81k5	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

vexo81k5	Symptoms	virus	Chemical	nucleotide	: null	JUXSTAPOSE

aydkcz3u	Symptoms	virus	Chemical	Cyclosporin A	: null	JUXSTAPOSE

aydkcz3u	Symptoms	virus	Chemical	CsA	: null	JUXSTAPOSE

hpo8bboi	Symptoms	virus	Chemical	cyclosporine A	: null	JUXSTAPOSE

hpo8bboi	Symptoms	virus	Chemical	NIM811	: null	JUXSTAPOSE

i6tpz49j	Symptoms	virus	Chemical	nucleotide	: determined	determine

6n5opf7l	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

6n5opf7l	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

6n5opf7l	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

6n5opf7l	Symptoms	virus	Chemical	IFN	: target	target

iks3crqb	Symptoms	virus	Chemical	cyclosporin A	: null	JUXSTAPOSE

iks3crqb	Symptoms	virus	Chemical	CsA	: null	JUXSTAPOSE

egpyvqrw	Symptoms	virus	Chemical	amino acid	: null	JUXSTAPOSE

egpyvqrw	Symptoms	virus	Chemical	amino acid	: null	JUXSTAPOSE

eksl7pp8	Symptoms	virus	Chemical	thymidine	: null	JUXSTAPOSE

mameyzih	Symptoms	Diarrhea	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

mameyzih	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

mameyzih	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

mameyzih	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

jyem5rvj	Symptoms	virus	Chemical	tetherin	: null	JUXSTAPOSE

jyem5rvj	Symptoms	virus	Chemical	tetherin	: antagonize	NONE

jyem5rvj	Symptoms	virus	Chemical	tetherin	: antagonize	NONE

efk5pzov	Symptoms	virus	Chemical	acids	: null	JUXSTAPOSE

efk5pzov	Symptoms	virus	Chemical	acids	: null	JUXSTAPOSE

efk5pzov	Symptoms	virus	Chemical	acids	: greater	greater

efk5pzov	Symptoms	virus	Chemical	acids	: greater	greater

efk5pzov	Symptoms	virus	Chemical	RT-PCR	: spiked	RESULT_OF_WEAK

uuv6nnei	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

uuv6nnei	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

07iwwsfz	Symptoms	virus	Chemical	Venezuelan equine	: null	JUXSTAPOSE

07iwwsfz	Symptoms	virus	Chemical	Venezuelan equine	: null	JUXSTAPOSE

07iwwsfz	Symptoms	virus	Chemical	Venezuelan equine	: null	JUXSTAPOSE

07iwwsfz	Symptoms	virus	Chemical	Venezuelan equine	: null	JUXSTAPOSE

lvf1z9i4	Symptoms	Virus	Chemical	MVA	: null	JUXSTAPOSE

lvf1z9i4	Symptoms	virus	Chemical	MVA	: null	JUXSTAPOSE

8pkrg0mx	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

8pkrg0mx	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

pg466dan		NONE	Symptoms	virus		

pg466dan	Symptoms	virus	Chemical	IFITM	: null	JUXSTAPOSE

pg466dan	Symptoms	virus	Chemical	cholesterol	: promoting	promote in

pg466dan	Symptoms	virus	Chemical	IFITM	: is	be

pg466dan	Symptoms	virus	Chemical	IFITM	: investigated	investigate to

pg466dan	Symptoms	virus	Chemical	IFITM	: null	JUXSTAPOSE

pg466dan	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

pg466dan	Symptoms	virus	Chemical	IFITM	: sensitive	sensitive

pg466dan	Symptoms	virus	Chemical	IFITM	: efficient	efficient

pg466dan	Symptoms	virus	Chemical	IFITM	: null	JUXSTAPOSE

pg466dan	Symptoms	virus	Chemical	cholesterol	: afforded	NONE

ic3r2g7s	Symptoms	Virus	Chemical	CO	: null	NONE

ic3r2g7s	Symptoms	virus	Chemical	CO	: null	JUXSTAPOSE

ic3r2g7s	Symptoms	virus	Chemical	nucleic acid	: was	be

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: promoted	NONE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: promoted	NONE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: promoted	UP-REGULATE_WEAK

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ssnvr6nj	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

xbwilp1w	Symptoms	virus	Chemical	OC43	: null	NONE

xbwilp1w	Symptoms	virus	Chemical	HCoV-OC43s	: null	NONE

xbwilp1w	Symptoms	virus	Chemical	coronavirus OC43	: null	JUXSTAPOSE

xbwilp1w	Symptoms	virus	Chemical	HCoV-OC43	: null	JUXSTAPOSE

xbwilp1w	Symptoms	virus	Chemical	coronavirus OC43	: null	JUXSTAPOSE

xbwilp1w	Symptoms	virus	Chemical	HCoV-OC43	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	Virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: provided	provide through

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: provided	provide through

jn9fiqsz		NONE	Symptoms	virus		

jn9fiqsz		NONE	Symptoms	virus		

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Porcine Rotavirus	: null	JUXSTAPOSE

jn9fiqsz	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

4muhhgej	Symptoms	virus	Chemical	IFITM3	: null	JUXSTAPOSE

0gkonrzw	Symptoms	virus	Chemical	calcium	: null	JUXSTAPOSE

9lbj9hzx	Symptoms	virus	Chemical	IFN	: counteract	counteract

k5f9ybrc	Symptoms	virus	Chemical	JAM	: null	JUXSTAPOSE

k5f9ybrc	Symptoms	virus	Chemical	JAM-A	: takes	take

mc52basm	Symptoms	virus	Chemical	amino acid	: associated	associate with

o43cfrfh	Symptoms	virus	Chemical	amino acid	: (i;e;	NONE

o43cfrfh	Symptoms	virus	Chemical	K250E	: (i;e;	NONE

o43cfrfh	Symptoms	virus	Chemical	amino acid	: null	JUXSTAPOSE

o43cfrfh	Symptoms	virus	Chemical	K250E	: null	JUXSTAPOSE

o43cfrfh	Symptoms	virus	Chemical	nucleotide	: null	JUXSTAPOSE

o43cfrfh	Symptoms	virus	Chemical	nucleotide	: null	JUXSTAPOSE

lh4qhqsc	Symptoms	virus	Chemical	coronavirus 229E (HCoV-229E)	: null	JUXSTAPOSE

lh4qhqsc	Symptoms	virus	Chemical	coronavirus 229E (HCoV-229E)	: null	JUXSTAPOSE

lh4qhqsc	Symptoms	virus	Chemical	coronavirus 229E (HCoV-229E)	: null	JUXSTAPOSE

p6s82a9x	Symptoms	Virus	Chemical	Quercetin	: null	JUXSTAPOSE

p6s82a9x	Symptoms	virus	Chemical	quercetin	: null	JUXSTAPOSE

p6s82a9x	Symptoms	virus	Chemical	quercetin	: null	JUXSTAPOSE

1zisomq5	Symptoms	virus	Chemical	TCR	: promote	UP-REGULATE_WEAK

7tzkttoz	Symptoms	virus	Chemical	coronavirus NL63	: null	JUXSTAPOSE

7tzkttoz	Symptoms	virus	Chemical	coronavirus NL63	: null	JUXSTAPOSE

cz88t29n	Symptoms	virus	Chemical	5\'-GGUCA	: unique	unique

0xixcopg	Symptoms	virus	Chemical	nucleotide	: dissimilar	dissimilar

ntq1f4ix	Symptoms	Virus	Chemical	IFN	: null	JUXSTAPOSE

ntq1f4ix	Symptoms	virus	Chemical	IFN	: null	JUXSTAPOSE

vj3wk150	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

vj3wk150	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

vj3wk150	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

oz7hras7	Symptoms	Virus	Chemical	Clomiphene	: null	JUXSTAPOSE

6lso1w0o	Symptoms	Disease	Chemical	coronavirus	: null	JUXSTAPOSE

6lso1w0o	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

dc9t3vh3	Symptoms	Virus	Chemical	Ribavirin	: null	JUXSTAPOSE

xyc6a1fw	Symptoms	Disease	Chemical	17-DMAG	: null	JUXSTAPOSE

rie2fo14	Symptoms	virus	Chemical	nucleic acid	: null	JUXSTAPOSE

01s21vh0	Symptoms	Virus	Chemical	Chloroquine	: null	JUXSTAPOSE

01s21vh0	Symptoms	virus	Chemical	chloroquine	: null	JUXSTAPOSE

uuy2y0eu	Symptoms	shock	Chemical	eIF4G1	: null	JUXSTAPOSE

d5s8f9zr	Symptoms	virus	Chemical	influenza vaccine	: reviewed	review for

7rpkml1m	Symptoms	Virus	Chemical	MSPL Facilitate Trypsin	: null	JUXSTAPOSE

7rpkml1m	Symptoms	Diarrhea	Chemical	serine	: null	JUXSTAPOSE

7rpkml1m	Symptoms	virus	Chemical	serine	: null	JUXSTAPOSE

7rpkml1m	Symptoms	virus	Chemical	serine	: null	JUXSTAPOSE

7rpkml1m	Symptoms	virus	Chemical	serine	: null	JUXSTAPOSE

7rpkml1m	Symptoms	virus	Chemical	serine	: null	JUXSTAPOSE

hunn2huk	Symptoms	Virus	Chemical	G2b Taiwan Porcine Epidemic Diarrhea	: null	JUXSTAPOSE

hunn2huk	Symptoms	Diarrhea	Chemical	PEDVPT-P5	: null	JUXSTAPOSE

2ngr682l	Symptoms	virus	Chemical	CPE	: produce	PRODUCE_WEAK

qwr6nfi1	Symptoms	virus	Chemical	N1 swine influenza	: null	JUXSTAPOSE

g1oqvc5i	Symptoms	Virus	Chemical	Porcine Epidemic Diarrhea	: null	JUXSTAPOSE

g1oqvc5i	Symptoms	virus	Chemical	PEDV virons	: null	JUXSTAPOSE

x86d5pvb	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

8cn5ewtz	Symptoms	virus	Chemical	lead	: exposes	NONE

wlvgcq2n		NONE	Symptoms	Virus		

175igdfk	Symptoms	Disease	Chemical	MVA	: null	JUXSTAPOSE

175igdfk	Symptoms	Disease	Chemical	MVA	: null	JUXSTAPOSE

iropfzgs	Symptoms	Disease	Chemical	coronavirus	: and	and

iropfzgs	Symptoms	virus	Chemical	coronavirus	: and	NONE

iropfzgs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

iropfzgs	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

i9flug4h	Symptoms	virus	Chemical	HCoV-229E	: include	CONTAIN

26uuczmi	Symptoms	virus	Chemical	MVA	: Modified	AFFECT

2uas2j3s	Symptoms	Disease	Chemical	families Arenaviridae	: null	NONE

2uas2j3s	Symptoms	virus	Chemical	families Arenaviridae	: null	JUXSTAPOSE

2uas2j3s	Symptoms	fever	Chemical	families Arenaviridae	: null	NONE

dgeisr8h	Symptoms	virus	Chemical	Mycobacterium avium	: expressing	express from

r2h9bnpc	Symptoms	virus	Chemical	interferon	: null	JUXSTAPOSE

zoxb300y	Symptoms	Virus	Chemical	La Sota Vaccine	: null	JUXSTAPOSE

i8g9y5qm	Symptoms	Virus	Chemical	Sialic Acid	: null	JUXSTAPOSE

juq06rx2	Symptoms	cyst	Chemical	Cryptosporidium	: null	JUXSTAPOSE

juq06rx2	Symptoms	cyst	Chemical	Cryptosporidium parvum	: null	JUXSTAPOSE

u2a26brw	Symptoms	virus	Chemical	Styrofoam	: recoverable	recoverable

u2a26brw	Symptoms	virus	Chemical	aluminum	: recoverable	recoverable

u2a26brw	Symptoms	virus	Chemical	Styrofoam	: null	JUXSTAPOSE

u2a26brw	Symptoms	virus	Chemical	Styrofoam	: able	able

6rebpe57	Symptoms	Virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	Virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	Virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	Virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Brazil	: affecting	affect in

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: include	CONTAIN_WEAK

6rebpe57	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Brazil	: null	JUXSTAPOSE

6rebpe57	Symptoms	virus	Chemical	Rotavirus	: null	JUXSTAPOSE

45wffqpc	Symptoms	virus	Chemical	Dirofilaria	: null	JUXSTAPOSE

45wffqpc	Symptoms	virus	Chemical	Dirofilaria	: null	JUXSTAPOSE

45wffqpc	Symptoms	virus	Chemical	Dirofilaria	: null	JUXSTAPOSE

gn0xm2gy	Symptoms	Disease	Chemical	UHC	: null	JUXSTAPOSE

gn0xm2gy	Symptoms	Disease	Chemical	UHC	: null	JUXSTAPOSE

gn0xm2gy	Symptoms	Disease	Chemical	UHC	: null	JUXSTAPOSE

gn0xm2gy	Symptoms	communicable disease	Chemical	UHC	: null	JUXSTAPOSE

wu77xf6c	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

ovf0ropk	Symptoms	virus	Chemical	fluorescein annexin V-FITC	: null	JUXSTAPOSE

6dazr39q	Symptoms	peripheral	Chemical	lactate	: null	JUXSTAPOSE

6dazr39q	Symptoms	peripheral	Chemical	alanine	: null	JUXSTAPOSE

pd55ej1m	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

pd55ej1m	Symptoms	virus	Chemical	coronavirus nucleocapsid	: null	JUXSTAPOSE

le84otip	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

le84otip	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

r16dhur3	Symptoms	virus	Chemical	coronavirus	: null	JUXSTAPOSE

alcgeor2	Symptoms	injury	Chemical	bilirubin	: null	JUXSTAPOSE

904ybb3j	Symptoms	Disease	Chemical	fluorogenic	: null	JUXSTAPOSE

904ybb3j	Symptoms	peripheral	Chemical	fluorogenic	: null	JUXSTAPOSE

b3u6669c	Symptoms	virus	Chemical	oxymatrine-baicalin	: null	JUXSTAPOSE

i7ymd0ad	Symptoms	virus	Chemical	Bac	: null	JUXSTAPOSE

i7ymd0ad	Symptoms	virus	Chemical	Bac	: expressing	express

0iqfrxte	Symptoms	virus	Chemical	amino acids	: (corresponding	METHOD_OF_WEAK

7t9borjh	Symptoms	virus	Chemical	HBsAg	: null	JUXSTAPOSE

7t9borjh	Symptoms	virus	Chemical	HBsAg	: null	JUXSTAPOSE

7t9borjh	Symptoms	virus	Chemical	HBsAg	: null	JUXSTAPOSE

z38milmt	Symptoms	virus	Chemical	FL	: null	JUXSTAPOSE

z38milmt	Symptoms	virus	Chemical	FL	: ranged	range to

akaun6t1	Symptoms	virus	Chemical	nucleotides	: null	JUXSTAPOSE

akaun6t1	Symptoms	virus	Chemical	VP2	: encoding	PLAIN_ENCODE_WEAK

akaun6t1	Symptoms	virus	Chemical	VP2	: null	JUXSTAPOSE

cww4ha3j	Symptoms	Diarrhea	Chemical	na	: null	JUXSTAPOSE

cww4ha3j	Symptoms	Disease	Chemical	na	: null	JUXSTAPOSE

1hlt3ozf	Symptoms	virus	Chemical	E2	: null	JUXSTAPOSE

1hlt3ozf	Symptoms	virus	Chemical	E2 antigen	: null	JUXSTAPOSE

